symbol,name,ml_score_raw,ml_score,sector,water_vulnerability,w_stress_weighted,pct_ops_high_stress
NEBX,Tradr 2X Long NBIS Daily ETF,0.6499777208869664,50.0,,0.3,2.5,0.0
NE-WS-A,Noble Corporation plc Tranche 2 Warrants,0.6499777208869664,50.0,,0.3,2.5,0.0
NE-WS,Noble Corporation plc Tranche 1 Warrants,0.6499777208869664,50.0,,0.3,2.5,0.0
NE,Noble Corp Plc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
NDSN,Nordson Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
NDRA,ENDRA Life Sciences Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
NDMO,Nuveen Dynamic Municipal Opportunities Fund,0.6499777208869664,50.0,,0.3,2.5,0.0
NDLS,Noodles & Company - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
NDAQ,Nasdaq Inc - 144A,0.6499777208869664,50.0,,0.3,2.5,0.0
NDACW,NightDragon Acquisition Corp - Warrants (26/02/2026),0.6499777208869664,50.0,,0.3,2.5,0.0
NDACU,NightDragon Acquisition Corp - Units (1 Ord Share Class A & 1/5 War),0.6499777208869664,50.0,,0.3,2.5,0.0
NDAC,NightDragon Acquisition Corp - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
NCZ-P-A,Virtus Convertible & Income Fund II,0.6499777208869664,50.0,,0.3,2.5,0.0
NCV-P-A,Virtus Convertible & Income Fund,0.6499777208869664,50.0,,0.3,2.5,0.0
NCTY,The9 Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
NCT,Intercont (Cayman) Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
NEM,Newmont Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
NEN,New England Realty Associates LP,0.6499777208869664,50.0,,0.3,2.5,0.0
NEO,Neogenomics Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
NEWP,New Pacific Metals Corp - New,0.6499777208869664,50.0,,0.3,2.5,0.0
NFG,National Fuel Gas Company,0.6499777208869664,50.0,,0.3,2.5,0.0
NFE,New Fortress Energy Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
NFBK,Northfield Bancorp Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
NEXT,NextDecade Corporation,0.6499777208869664,50.0,,0.3,2.5,0.0
NEXN,Nexxen International Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
NEXM,NexMetals Mining Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
NEXA,Nexa Resources S.A.,0.6499777208869664,50.0,,0.3,2.5,0.0
NEWTZ,NewtekOne Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
NEWTI,NewtekOne Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
NEWTH,NewtekOne Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
NEWTG,NewtekOne Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
NEWT,NewtekOne Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
NEUP,Neuphoria Therapeutics Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
NEOG,Neogen Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
NEU,NewMarket Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
NETX,NETLOJIX COMMUNICATIONS INC,0.6499777208869664,50.0,,0.3,2.5,0.0
NETDW,Nabors Energy Transition Corp II - Warrants (01/09/2028),0.6499777208869664,50.0,,0.3,2.5,0.0
NETDU,Nabors Energy Transition Corp II - Units (1 Ord Class A & 1/2 War),0.6499777208869664,50.0,,0.3,2.5,0.0
NETD,Nabors Energy Transition Corp II - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
NET,Cloudflare Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
NESR,National Energy Services Reunited Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
NERV,Minerva Neurosciences Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
NEPH,Nephros Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
NEOVW,NeoVolta Inc - Warrants(01/04/2027),0.6499777208869664,50.0,,0.3,2.5,0.0
NEOV,NeoVolta Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
NEON,Neonode Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MSS,Maison Solutions Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MSPRW,MSP Recovery Inc - Warrants -New (23/05/2027),0.6499777208869664,50.0,,0.3,2.5,0.0
MEI,Methode Electronics Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MKDW,MKDWELL Tech Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MKC,McCormick & Co. Inc (Non Voting),0.6499777208869664,50.0,,0.3,2.5,0.0
MITT-P-C,AG Mortgage Investment Trust Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MITT-P-B,AG Mortgage Investment Trust Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MITT-P-A,AG Mortgage Investment Trust Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MITT,AG Mortgage Investment Trust Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MITQ,Moving iMage Technologies Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MITP,AG Mortgage Investment Trust Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MITN,AG Mortgage Investment Trust Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MITK,Mitek Systems Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MIST,Milestone Pharmaceuticals Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MIRM,Mirum Pharmaceuticals Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MIRA,Mira Pharmaceuticals Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MIR,Mirion Technologies Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MINM,FiEE Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MIND,MIND Technology Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MIMO-WS-C,Airspan Networks Holdings Inc Warrants each whole warrant exercisable for one share of common stock at an exercise price of 17.50,0.6499777208869664,50.0,,0.3,2.5,0.0
MIMO-WS-B,Airspan Networks Holdings Inc Warrants each whole warrant exercisable for one share of common stock at an exercise price of 15.00,0.6499777208869664,50.0,,0.3,2.5,0.0
MIMO-WS-A,Airspan Networks Holdings Inc Warrants each whole warrant exercisable for one share of common stock at an exercise price of 12.50,0.6499777208869664,50.0,,0.3,2.5,0.0
MIMI,Mint Inc Ltd - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MIGI,Mawson Infrastructure Group Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MIDD,Middleby Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
MIAX,Miami International Holdings Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MI,NFT Ltd -Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MHUA,Meihua International Medical Technologies Co Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
MHO,MI Homes Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MHNC,Maiden Holdings North American Ltd 775 Nts 12012043,0.6499777208869664,50.0,,0.3,2.5,0.0
MHLA,Maiden Holdings Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
MKC-V,McCormick & Co. Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MKDWW,MKDWELL Tech Inc - Warrants (10/06/2029),0.6499777208869664,50.0,,0.3,2.5,0.0
MLYS,Mineralys Therapeutics Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MKFG-WS,Markforged Holding Corporation Warrants,0.6499777208869664,50.0,,0.3,2.5,0.0
MLSS,Milestone Scientific Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MLR,Miller Industries Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MLPR,UBS AG London Branch,0.6499777208869664,50.0,,0.3,2.5,0.0
MLP,Maui Land & Pineapple Co. Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MLM,Martin Marietta Materials Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MLKN,MillerKnoll Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MLI,Mueller Industries Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MLGO,MicroAlgo Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MLECW,Moolec Science SA - Warrants (30/12/2027),0.6499777208869664,50.0,,0.3,2.5,0.0
MLEC,Moolec Science SA,0.6499777208869664,50.0,,0.3,2.5,0.0
MLCO,Melco Resorts & Entertainment Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
MLCI,Mount Logan Capital Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MLAIU,McLaren Technology Acquisition Corp - Units (1 Ord Class A & 1/2 War),0.6499777208869664,50.0,,0.3,2.5,0.0
MLACU,Mountain Lake Acquisition Corp - Units (1 Ord Cls A & 1/2 War),0.6499777208869664,50.0,,0.3,2.5,0.0
MLACR,Mountain Lake Acquisition Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
MLAC,Mountain Lake Acquisition Corp - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MLAB,Mesa Laboratories Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ML-WS,MoneyLion Inc Wt Exp 06012027,0.6499777208869664,50.0,,0.3,2.5,0.0
MKZR,Mackenzie Realty Capital Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MKTX,MarketAxess Holdings Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MKTW,Marketwise Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MKTN,Federated Hermes MDT Market Neutral ETF,0.6499777208869664,50.0,,0.3,2.5,0.0
MKSI,MKS Instruments Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MKLYU,McKinley Acquisition Corp - Units (1 Ord Cls A & 1 Rts),0.6499777208869664,50.0,,0.3,2.5,0.0
MKLYR,McKinley Acquisition Corporation Rights,0.6499777208869664,50.0,,0.3,2.5,0.0
MKLY,McKinley Acquisition Corporation,0.6499777208869664,50.0,,0.3,2.5,0.0
MKL,Markel Group Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MHK,Mohawk Industries Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MHH,Mastech Digital Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MH,McGraw Hill Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MGYR,Magyar Bancorp Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MFAO,MFA Financial Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MFAN,MFA Financial Inc 8.875 Senior Notes due 2029,0.6499777208869664,50.0,,0.3,2.5,0.0
MFA-P-C,MFA Financial Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MFA-P-B,MFA Financial Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MFA,MFA Financial Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
METL,Sprott Active Metals & Miners ETF,0.6499777208869664,50.0,,0.3,2.5,0.0
METCZ,Ramaco Resources Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
METCV,Ramaco Resources Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
METCI,Ramaco Resources Inc 8.250 Senior Notes due 2030,0.6499777208869664,50.0,,0.3,2.5,0.0
METCB,Ramaco Resources Inc - Class B,0.6499777208869664,50.0,,0.3,2.5,0.0
METC,Ramaco Resources Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
METBV,Ramaco Resources Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
META,Meta Platforms Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MET-P-F,Metlife Inc 4.75 PRF PERPETUAL USD 25 11000th int Ser F,0.6499777208869664,50.0,,0.3,2.5,0.0
MET-P-E,Metlife Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MET-P-A,Metlife Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MET,Metlife Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MESO,Mesoblast Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
MESA,Mesa Air Group Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MERC,Mercer International Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MER-P-K,Bank Of America Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
MEOH,Methanex Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
MEOAW,Minority Equality Opportunities Acquisition Inc - Warrants (26/08/2026),0.6499777208869664,50.0,,0.3,2.5,0.0
MEOA,Minority Equality Opportunities Acquisition Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MENS,Jyong Biotech Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
MELI,MercadoLibre Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MEKA,MELI Kaszek Pioneer Corp - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MFC,Manulife Financial Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
MFG,Mizuho Financial Group Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MFH,Mercurity Fintech Holding Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MGNX,Macrogenics Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MGY,Magnolia Oil & Gas Corp - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MGX,Metagenomi Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MGTX,MeiraGTx Holdings plc,0.6499777208869664,50.0,,0.3,2.5,0.0
MGTA,Magenta Therapeutics Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MGRX,Mangoceuticals Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MGRT,Mega Fortune Company Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
MGRE,Affiliated Managers Group Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MGRD,Affiliated Managers Group Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MGRC,McGrath Rentcorp,0.6499777208869664,50.0,,0.3,2.5,0.0
MGRB,Affiliated Managers Group Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MGR,Affiliated Managers Group Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MGPI,MGP Ingredients Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MGNI,Magnite Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MFI,mF International Ltd - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MGN,Megan Holdings Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
MGM,MGM Resorts International,0.6499777208869664,50.0,,0.3,2.5,0.0
MGLD,Marygold Companies Inc (The),0.6499777208869664,50.0,,0.3,2.5,0.0
MGIH,Millennium Group International Holdings Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
MGIC,Magic Software Enterprises Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
MGI,Moneygram International Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MGEE,MGE Energy Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MGA,Magna International Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MG,Mistras Group Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MFIN,Medallion Financial Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
MFICL,MidCap Financial Investment Corporation 8.00 Notes due 2028,0.6499777208869664,50.0,,0.3,2.5,0.0
MFIC,MidCap Financial Investment Corporation,0.6499777208869664,50.0,,0.3,2.5,0.0
MLTX,MoonLake Immunotherapeutics - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MMA,Alta Global Group Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
MSPR,MSP Recovery Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MRVL,Marvell Technology Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MRUS,Merus N.V,0.6499777208869664,50.0,,0.3,2.5,0.0
MRTN,Marten Transport Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
MRT-WS,Marti Technologies Inc Wt Exp,0.6499777208869664,50.0,,0.3,2.5,0.0
MRT,MedEquities Realty Trust Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MRSN,Mersana Therapeutics Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MRP-W,Millrose Properties Inc Class A WhenIssued,0.6499777208869664,50.0,,0.3,2.5,0.0
MRP,Millrose Properties Inc Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MRNOW,Murano Global Investments PLC - Warrants (20/03/2029),0.6499777208869664,50.0,,0.3,2.5,0.0
MRNO,Murano Global Investments PLC - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MRNA,Moderna Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MRM,MEDIROM Healthcare Technologies Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MRKR,Marker Therapeutics Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MRK,Merck & Co Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MRIN,Marin Software Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MREO,Mereo Biopharma Group Plc,0.6499777208869664,50.0,,0.3,2.5,0.0
MRDB-WS,MariaDB plc Warrants each whole warrant exercisable for one Ordinary Share at an exercise price of 11.50 per share,0.6499777208869664,50.0,,0.3,2.5,0.0
MRCY,Mercury Systems Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MRCC,Monroe Capital Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
MRC,MRC Global Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MRBK,Meridian Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
MRAM,Everspin Technologies Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MQ,Marqeta Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MPX,Marine Products Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
MPWR,Monolithic Power System Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MPW,Medical Properties Trust Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MPU,Mega Matrix Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MPTI-WS,Mtron Industries Inc Warrants to Purchase Shares of Common Stock Expiring on or before April 25 2028,0.6499777208869664,50.0,,0.3,2.5,0.0
MRVI,Maravai LifeSciences Holdings Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MRX,Marex Group Plc,0.6499777208869664,50.0,,0.3,2.5,0.0
MMC,Marsh & McLennan Cos. Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MS,Morgan Stanley,0.6499777208869664,50.0,,0.3,2.5,0.0
MSN,Emerson Radio Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
MSM,MSC Industrial Direct Co. Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MSII,MEDIA SCIENCES INTERNATIONAL INC,0.6499777208869664,50.0,,0.3,2.5,0.0
MSIF,MSC Income Fund Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MSI,Motorola Solutions Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MSGY,Masonglory Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
MSGS,Madison Square Garden Sports Corp - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MSGM,Motorsport Games Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MSGE,Madison Square Garden Entertainment Corp - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MSFT,Microsoft Corporation,0.6499777208869664,50.0,,0.3,3.8,0.0
MSEX,Middlesex Water Company,0.6499777208869664,50.0,,0.3,2.5,0.0
MSDL,Morgan Stanley Direct Lending Fund,0.6499777208869664,50.0,,0.3,2.5,0.0
MSCI,MSCI Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MSC,Studio City International Holdings Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
MSBIP,Midland States Bancorp Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MSBI,Midland States Bancorp Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MSB,Mesabi Trust,0.6499777208869664,50.0,,0.3,2.5,0.0
MSAIW,MultiSensor AI Holdings Inc - Warrants - (19/12/2028),0.6499777208869664,50.0,,0.3,2.5,0.0
MSAI,MultiSensor AI Holdings Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MSA,MSA Safety Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MS-P-P,Morgan Stanley,0.6499777208869664,50.0,,0.3,2.5,0.0
MS-P-L,Morgan Stanley,0.6499777208869664,50.0,,0.3,2.5,0.0
MS-P-K,Morgan Stanley,0.6499777208869664,50.0,,0.3,2.5,0.0
MS-P-I,Morgan Stanley,0.6499777208869664,50.0,,0.3,2.5,0.0
MS-P-F,Morgan Stanley,0.6499777208869664,50.0,,0.3,2.5,0.0
MS-P-E,Morgan Stanley,0.6499777208869664,50.0,,0.3,2.5,0.0
MS-P-A,Morgan Stanley,0.6499777208869664,50.0,,0.3,2.5,0.0
MPTI,M-tron Industries Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MPRAW,Mercato Partners Acquisition Corp - Warrants - (29/10/2026),0.6499777208869664,50.0,,0.3,2.5,0.0
MPRAU,Mercato Partners Acquisition Corp - Units (1 Ord Class A & 1/2 War),0.6499777208869664,50.0,,0.3,2.5,0.0
MPRA,Mercato Partners Acquisition Corp - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MNY,MoneyHero Ltd - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MNTSW,Momentus Inc - Warrants (12/08/2026),0.6499777208869664,50.0,,0.3,2.5,0.0
MNTS,Momentus Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MNTN,MNTN Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MNTK,Montauk Renewables Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MNST,Monster Beverage Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
MNSO,MINISO Group Holding Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
MNSBP,MainStreet Bancshares Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MNSB,MainStreet Bancshares Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MNRO,Monro Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MNR,Mach Natural Resources LP,0.6499777208869664,50.0,,0.3,2.5,0.0
MNPR,Monopar Therapeutics Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MNOV,Medicinova Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MNMD,Mind Medicine Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MNKD,Mannkind Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
MNDY,Monday.Com Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
MNDR,Mobile health Network Solutions - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MNDO,Mind C.T.I Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
MMYT,MakeMyTrip Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
MMTXU,Miluna Acquisition Corp - Units (1 Ord & 1/2 War),0.6499777208869664,50.0,,0.3,2.5,0.0
MMSI,Merit Medical Systems Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MMS,Maximus Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MMM-W,3M Company WhenIssued,0.6499777208869664,50.0,,0.3,2.5,0.0
MMM,3M Company,0.6499777208869664,50.0,,0.3,2.5,0.0
MMLP,Martin Midstream Partners LP,0.6499777208869664,50.0,,0.3,2.5,0.0
MMID,MFS Active Exchange Traded Funds Trust Mid Cap,0.6499777208869664,50.0,,0.3,2.5,0.0
MMI,Marcus & Millichap Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MNYWW,MoneyHero Ltd - Warrants (13/09/2028),0.6499777208869664,50.0,,0.3,2.5,0.0
MO,Altria Group Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MOB,Mobilicom Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
MONCU,Monument Circle Acquisition Corp - Units (1 Ord Class A & 1/2 War),0.6499777208869664,50.0,,0.3,2.5,0.0
MPLX,MPLX LP,0.6499777208869664,50.0,,0.3,2.5,0.0
MPLT,MapLight Therapeutics Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MPLN-WS,MultiPlan Corp Wt Exp 10082025,0.6499777208869664,50.0,,0.3,2.5,0.0
MPC,Marathon Petroleum Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
MPB,Mid Penn Bancorp Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MPACW,Model Performance Acquisition Corp Warrant,0.6499777208869664,50.0,,0.3,2.5,0.0
MPAA,Motorcar Parts of America Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MP,MP Materials Corporation,0.6499777208869664,50.0,,0.3,2.5,0.0
MOVE,Movano Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MOV,Movado Group Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MOS,Mosaic Company,0.6499777208869664,50.0,,0.3,2.5,0.0
MORN,Morningstar Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MOMO,Hello Group Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MOBBW,Mobilicom Ltd - Warrants (31/08/2027),0.6499777208869664,50.0,,0.3,2.5,0.0
MOLN,Molecular Partners AG,0.6499777208869664,50.0,,0.3,2.5,0.0
MOH,Molina Healthcare Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MOGU,MOGU Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MOGO,Mogo Inc (Sub Voting),0.6499777208869664,50.0,,0.3,2.5,0.0
MOG-B,Moog Inc - Class B,0.6499777208869664,50.0,,0.3,2.5,0.0
MOG-A,Moog Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
MOFG,MidWestOne Financial Group Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MODG,Topgolf Callaway Brands Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
MODD,Modular Medical Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
MOD,Modine Manufacturing Company,0.6499777208869664,50.0,,0.3,2.5,0.0
MOBXW,Mobix Labs Inc - Warrants (16/07/2021),0.6499777208869664,50.0,,0.3,2.5,0.0
MOBX,Mobix Labs Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
RDCM,Radcom,0.6499777208869664,50.0,,0.3,2.5,0.0
RDFN,Redfin Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
A,Agilent Technologies Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ULTA,Ulta Beauty Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ULH,Universal Logistics Holdings Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ULCC,Frontier Group Holdings Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ULBI,Ultralife Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
UL,Unilever plc,0.6499777208869664,50.0,,0.3,2.5,0.0
UKOMW,Ucommune International Ltd - Warrants (17/11/2025),0.6499777208869664,50.0,,0.3,2.5,0.0
UK,Ucommune International Ltd - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
UIS,Unisys Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
UI,Ubiquiti Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
UHT,Universal Health Realty Income Trust,0.6499777208869664,50.0,,0.3,2.5,0.0
