symbol,name,ml_score_raw,ml_score,sector,water_vulnerability,w_stress_weighted,pct_ops_high_stress
CLFD,Clearfield Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CLF,Cleveland-Cliffs Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CLDX,Celldex Therapeutics Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CLDT-P-A,Chatham Lodging Trust,0.6499777208869664,50.0,,0.3,2.5,0.0
CLDT,Chatham Lodging Trust,0.6499777208869664,50.0,,0.3,2.5,0.0
CLDI-WS,Calidi Biotherapeutics Inc Wt Exp Red,0.6499777208869664,50.0,,0.3,2.5,0.0
CLDI,Calidi Biotherapeutics Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CLCO,Cool Company Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
CLBT,Cellebrite DI Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
CLBR-WS,Colombier Acquisition Corp II - Warrants (31/12/2028),0.6499777208869664,50.0,,0.3,2.5,0.0
CLBR-U,Colombier Acquisition Corp Units each consisting of one share of Class A common stock and onethird of one redeemable warrant,0.6499777208869664,50.0,,0.3,2.5,0.0
CLBR,Colombier Acquisition Corp II - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
CLBK,Columbia Financial Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CLB,Core Laboratories Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CLAR,Clarus Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
CL,Colgate-Palmolive Company,0.6499777208869664,50.0,,0.3,2.5,0.0
CKX,CKX Lands Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CJMB,Callan Jmb Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CJET,Chijet Motor Company Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CIX,Compx International Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
CIVI,Civitas Resources Inc New,0.6499777208869664,50.0,,0.3,2.5,0.0
CIVB,Civista Bancshares Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CISSV,C3is Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CLIR,ClearSign Technologies Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
CLMB,Climb Global Solutions Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CMCL,Caledonia Mining Corporation Plc,0.6499777208869664,50.0,,0.3,2.5,0.0
CLMT,Calumet Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CMBT,Euronav NV,0.6499777208869664,50.0,,0.3,2.5,0.0
CMBO,Wayfinder Dynamic U.S. Interest Rate ETF,0.6499777208869664,50.0,,0.3,2.5,0.0
CMBM,Cambium Networks Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
CMA,Comerica Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CM,Canadian Imperial Bank Of Commerce,0.6499777208869664,50.0,,0.3,2.5,0.0
CLYM,Eliem Therapeutics Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CLXT,Calyxt Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CLX,Clorox Company,0.6499777208869664,50.0,,0.3,2.5,0.0
CLWT,Euro Tech Holdings Co. Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
CLW,Clearwater Paper Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
CLVT,Clarivate Plc,0.6499777208869664,50.0,,0.3,2.5,0.0
CLVS,,0.6499777208869664,50.0,,0.3,2.5,0.0
CLSX,Tradr 2X Long CLSK Daily ETF,0.6499777208869664,50.0,,0.3,2.5,0.0
CLST,Catalyst Bancorp Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CLSKW,CleanSpark Inc Warrant,0.6499777208869664,50.0,,0.3,2.5,0.0
CLSK,Cleanspark Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CLSD,Clearside Biomedical Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CLS,Celestica Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CLRO,ClearOne Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CLRB,Cellectar Biosciences Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CLPT,ClearPoint Neuro Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CLPS,CLPS Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CLPR,Clipper Realty Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CLOV,Clover Health Investments Corp - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
CLNNW,Clene Inc - Warrants (30/12/2025),0.6499777208869664,50.0,,0.3,2.5,0.0
CLNN,Clene Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CLNE,Clean Energy Fuels Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
CISS,C3is Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CISO,CISO Global Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CION,CION Invt Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
CIO-P-A,City Office REIT Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CHSN,Chanson International Holding - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
CHSCP,CHS Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CHSCO,CHS Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CHSCN,CHS Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CHSCM,CHS Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CHSCL,CHS Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CHRW,C.H. Robinson Worldwide Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CHRS,Coherus Biosciences Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CHRD,Chord Energy Corp - New,0.6499777208869664,50.0,,0.3,2.5,0.0
CHR,Cheer Holding Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CHPX,Global X AI Semiconductor & Quantum ETF,0.6499777208869664,50.0,,0.3,2.5,0.0
CHPT,ChargePoint Holdings Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
CHPGU,ChampionsGate Acquisition Corp - Units (1 Ord Shs & 1 Rts),0.6499777208869664,50.0,,0.3,2.5,0.0
CHPGR,ChampionsGate Acquisition Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
CHPG,ChampionsGate Acquisition Corp - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
CHOW,ChowChow Cloud International Holdings Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
CHNR,China Natural Resources Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CHMI-P-B,Cherry Hill Mortgage Investment Corporation,0.6499777208869664,50.0,,0.3,2.5,0.0
CHMI-P-A,Cherry Hill Mortgage Investment Corporation,0.6499777208869664,50.0,,0.3,2.5,0.0
CHMI,Cherry Hill Mortgage Investment Corporation,0.6499777208869664,50.0,,0.3,2.5,0.0
CHMG,Chemung Financial Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
CHKP,Check Point Software Technologies Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
CHH,Choice Hotels International Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CHGG,Chegg Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CHEK,Check-Cap Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
CHEF,Chefs` Warehouse Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CHECU,Chenghe Acquisition III Co - Units (1 Ord Cls A & 1/2 War),0.6499777208869664,50.0,,0.3,2.5,0.0
CHT,Chunghwa Telecom,0.6499777208869664,50.0,,0.3,2.5,0.0
CHTR,Charter Communications Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
CHWY,Chewy Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
CIM,Chimera Investment Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
CIO,City Office REIT Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CINT,CI&T Inc Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
CINGW,Cingulate Inc - Warrants (03/12/2026),0.6499777208869664,50.0,,0.3,2.5,0.0
CING,Cingulate Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CINF,Cincinnati Financial Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
CIMP,Chimera Investment Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
CIMO,Chimera Investment Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
CIMN,Chimera Investment Corporation 9.000 Senior Notes due 2029,0.6499777208869664,50.0,,0.3,2.5,0.0
CIM-P-D,Chimera Investment Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
CIM-P-C,Chimera Investment Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
CIM-P-B,Chimera Investment Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
CIM-P-A,Chimera Investment Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
CIIGU,CIIG Capital Partners II Inc - Units (1 Ord Class A & 1/2 War),0.6499777208869664,50.0,,0.3,2.5,0.0
CHYM,Chime Financial Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
CIH,China Index Holdings Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
CIGL,Concorde International Group Ltd - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
CIGI,Colliers International Group Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CIG-C,Cia Energetica DE Minas Gerais - Cemig,0.6499777208869664,50.0,,0.3,2.5,0.0
CIG,Cia Energetica DE Minas Gerais - Cemig,0.6499777208869664,50.0,,0.3,2.5,0.0
CIFRW,Cipher Mining Inc - Warrants (26/08/2026),0.6499777208869664,50.0,,0.3,2.5,0.0
CIFR,Cipher Mining Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CIEN,CIENA Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
CICB,CION Investment Corporation 7.50 Notes due 2029,0.6499777208869664,50.0,,0.3,2.5,0.0
CIB,Bancolombia S.A.,0.6499777208869664,50.0,,0.3,2.5,0.0
CIA,Citizens Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
CI,Cigna Group (The),0.6499777208869664,50.0,,0.3,2.5,0.0
CMC,Commercial Metals Company,0.6499777208869664,50.0,,0.3,2.5,0.0
CMCM,Cheetah Mobile Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
COTY,Coty Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
COIN,Coinbase Global Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
COHU,Cohu Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
COHR,Coherent Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
COHN,Cohen & Company Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
COGT,Cogent Biosciences Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
COFS,Choiceone Financial Services Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
COF-P-N,Capital One Financial Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
COF-P-L,Capital One Financial Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
COF-P-K,Capital One Financial Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
COF-P-J,Capital One Financial Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
COF-P-I,Capital One Financial Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
COF,Capital One Financial Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
COEPW,Coeptis Therapeutics Holdings Inc - Warrants (31/10/2025),0.6499777208869664,50.0,,0.3,2.5,0.0
COEP,Coeptis Therapeutics Holdings Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
COE,51 Talk Online Education Group,0.6499777208869664,50.0,,0.3,2.5,0.0
CODX,Co-Diagnostics Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CODI-P-C,Compass Diversified Holdings 7.875 PRF PERPETUAL USD 25 Ser C,0.6499777208869664,50.0,,0.3,2.5,0.0
CODI-P-B,Compass Diversified Holdings,0.6499777208869664,50.0,,0.3,2.5,0.0
CODI-P-A,Compass Diversified Holdings 7250 Series A Preferred Shares representing beneficial interest in,0.6499777208869664,50.0,,0.3,2.5,0.0
CODI,Compass Diversified Holdings,0.6499777208869664,50.0,,0.3,2.5,0.0
CODA,Coda Octopus Group Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
COCP,Cocrystal Pharma Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
COCO,Vita Coco Company Inc (The),0.6499777208869664,50.0,,0.3,2.5,0.0
COCHW,Envoy Medical Inc - Warrants (29/09/2028),0.6499777208869664,50.0,,0.3,2.5,0.0
COCH,Envoy Medical Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
CNXN,PC Connection Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CNXC,Concentrix Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
CNX,CNX Resources Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
COIA,ProShares Trust Ultra COIN,0.6499777208869664,50.0,,0.3,2.5,0.0
COKE,Coca-Cola Consolidated Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CMCO,Columbus Mckinnon Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
COLA,Columbus Acquisition Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
COTG,Leverage Shares 2X Long COST Daily ETF,0.6499777208869664,50.0,,0.3,2.5,0.0
COSW,Roundhill COST WeeklyPay ETF,0.6499777208869664,50.0,,0.3,2.5,0.0
COST,Costco Wholesale Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
COSM,Cosmos Health Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CORZZ,Core Scientific Inc - Warrants Tranche 2 (23/01/2029),0.6499777208869664,50.0,,0.3,2.5,0.0
CORZW,Core Scientific Inc - Warrants Tranche 1 (23/01/2027),0.6499777208869664,50.0,,0.3,2.5,0.0
CORZ,Core Scientific Inc - New,0.6499777208869664,50.0,,0.3,2.5,0.0
CORT,Corcept Therapeutics Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CORD,TREX 2X Inverse CRWV Daily Target ETF,0.6499777208869664,50.0,,0.3,2.5,0.0
COR,Cencora Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
COPL-WS,Copley Acquisition Corp Redeemable warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of 11.50,0.6499777208869664,50.0,,0.3,2.5,0.0
COPL-U,Copley Acquisition Corp - Units (1 Ord Cls A & 1/2 War),0.6499777208869664,50.0,,0.3,2.5,0.0
COP,Conoco Phillips,0.6499777208869664,50.0,,0.3,2.5,0.0
COOTW,Australian Oilseeds Holdings Ltd - Warrants (22/03/2029),0.6499777208869664,50.0,,0.3,2.5,0.0
COOT,Australian Oilseeds Holdings Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
COOK,Traeger Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
COO,Cooper Companies Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CON-W,Concentra Group Holdings Parent Inc WhenIssued Addl Shares,0.6499777208869664,50.0,,0.3,2.5,0.0
CON,Concentra Group Holdings Parent Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
COMP,Compass Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
COMM,CommScope Holding Company Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
COLM,Columbia Sportswear Company,0.6499777208869664,50.0,,0.3,2.5,0.0
COLL,Collegium Pharmaceutical Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
COLD,Americold Realty Trust Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
COLB,Columbia Banking System Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
COLAU,Columbus Acquisition Corp - Units ( Ord Cls A & 1 Rts),0.6499777208869664,50.0,,0.3,2.5,0.0
COLAR,Columbus Acquisition Corp Rights,0.6499777208869664,50.0,,0.3,2.5,0.0
CNVS,Cineverse Corp - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
CNTY,Century Casinos Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CNTX,Context Therapeutics Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CNTB,Connect Biopharma Holdings Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
CMSA,CMS Energy Corporation,0.6499777208869664,50.0,,0.3,2.5,0.0
CMS-P-C,CMS Energy Corporation,0.6499777208869664,50.0,,0.3,2.5,0.0
CMS-P-B,Consumers Energy Company,0.6499777208869664,50.0,,0.3,2.5,0.0
CMS,CMS Energy Corporation,0.6499777208869664,50.0,,0.3,2.5,0.0
CMRX,Chimerix Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CMRE-W,Costamare Inc WhenIssued,0.6499777208869664,50.0,,0.3,2.5,0.0
CMRE-P-D,Costamare Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CMRE-P-C,Costamare Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CMRE-P-B,Costamare Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CMRE,Costamare Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CMRC,Commerce.com Inc Com Ser 1,0.6499777208869664,50.0,,0.3,2.5,0.0
CMPX,Compass Therapeutics Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CMPS,Compass Pathways Plc,0.6499777208869664,50.0,,0.3,2.5,0.0
CMPR,Cimpress plc,0.6499777208869664,50.0,,0.3,2.5,0.0
CMPOW,CompoSecure Inc - Warrants (27/12/2026),0.6499777208869664,50.0,,0.3,2.5,0.0
CMPOV,CompoSecure Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CMPO,CompoSecure Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
CMP,Compass Minerals International Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CMND,Clearmind Medicine Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CMMB,Chemomab Therapeutics Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
CMI,Cummins Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CMG,Chipotle Mexican Grill,0.6499777208869664,50.0,,0.3,2.5,0.0
CME,CME Group Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
CMDB-W,Costamare Bulkers Holdings Ltd WhenIssued,0.6499777208869664,50.0,,0.3,2.5,0.0
CMDB,Costamare Bulkers Holdings Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
CMCT,Creative Media & Community Trust,0.6499777208869664,50.0,,0.3,2.5,0.0
CMCSA,Comcast Corp - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
CMSC,CMS Energy Corporation,0.6499777208869664,50.0,,0.3,2.5,0.0
CMSD,CMS Energy Corporation,0.6499777208869664,50.0,,0.3,2.5,0.0
CMT,Core Molding Technologies,0.6499777208869664,50.0,,0.3,2.5,0.0
CNMD,Conmed Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
CNTA,Centessa Pharmaceuticals plc,0.6499777208869664,50.0,,0.3,2.5,0.0
CNSP,Cns Pharmaceuticals Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CNS,Cohen & Steers Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CNR,Core Natural Resources Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CNQQ,RayliantChinaAMC Transformative China Tech ETF,0.6499777208869664,50.0,,0.3,2.5,0.0
CNQ,Canadian Natural Resources Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
CNP,Centerpoint Energy Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CNOBP,ConnectOne Bancorp Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CNOB,ConnectOne Bancorp Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CNO-P-A,CNO Financial Group Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CNO,CNO Financial Group Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CNNE,Cannae Holdings Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CNM,Core & Main Inc Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
CMTG,Claros Mortgage Trust Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CNK,Cinemark Holdings Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CNI,Canadian National Railway Company,0.6499777208869664,50.0,,0.3,2.5,0.0
CNH,CNH Industrial NV,0.6499777208869664,50.0,,0.3,2.5,0.0
CNFRL,Conifer Holdings Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CNF,CNFinance Holdings Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
CNEY,CN Energy Group Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
CNET,ZW Data Action Technologies Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CNDT,Conduent Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
CNCKW,Coincheck Group N.V. Warrants,0.6499777208869664,50.0,,0.3,2.5,0.0
CNC,Centene Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
CNA,CNA Financial Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
CMTL,Comtech Telecommunications Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
BK,Bank Of New York Mellon Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
BJDX,Bluejay Diagnostics Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
KMT,Kennametal Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ALTG,Alta Equipment Group Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
ALSN,Allison Transmission Holdings Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ALRS,Alerus Financial Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
ALRM,Alarm.com Holdings Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ALPS,Alpine Summit Energy Partners Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ALOT,AstroNova Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ALORW,ALSP Orchid Acquisition Corp I - Warrants (30/11/2028),0.6499777208869664,50.0,,0.3,2.5,0.0
ALORU,ALSP Orchid Acquisition Corp I - Units (1 Ord Class A & 1/2 War),0.6499777208869664,50.0,,0.3,2.5,0.0
ALOR,ALSP Orchid Acquisition Corp I - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
ALNY,Alnylam Pharmaceuticals Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ALNT,Allient Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ALMS,Alumis Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ALLY,Ally Financial Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ALLT,Allot Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
ALLR,Allarity Therapeutics Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ALLO,Allogene Therapeutics Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ALLG-WS,Allego N.V. Warrants each exercisable for one Ordinary Share at an exercise price of 11.50 per share,0.6499777208869664,50.0,,0.3,2.5,0.0
ALLE,Allegion plc,0.6499777208869664,50.0,,0.3,2.5,0.0
ALL-P-J,Allstate Corp (The),0.6499777208869664,50.0,,0.3,2.5,0.0
ALL-P-I,Allstate Corp (The),0.6499777208869664,50.0,,0.3,2.5,0.0
ALL-P-H,Allstate Corp (The),0.6499777208869664,50.0,,0.3,2.5,0.0
ALL-P-B,Allstate Corp (The),0.6499777208869664,50.0,,0.3,2.5,0.0
ALL,Allstate Corp (The),0.6499777208869664,50.0,,0.3,2.5,0.0
ALKT,Alkami Technology Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ALKSV,Alkermes plc,0.6499777208869664,50.0,,0.3,2.5,0.0
ALKS,Alkermes plc,0.6499777208869664,50.0,,0.3,2.5,0.0
ALK,Alaska Air Group Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ALIT,Alight Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
ALT,Altimmune Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ALTG-P-A,Alta Equipment Group Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ALHC,Alignment Healthcare Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ALTI,AlTi Global Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
AMCX,AMC Networks Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
AMCR,Amcor Plc,0.6499777208869664,50.0,,0.3,2.5,0.0
AMC,AMC Entertainment Holdings Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
AMBR,Amber Road Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
AMBQ,Ambiq Micro Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
AMBP-WS,Ardagh Metal Packaging S.A. Warrants each exercisable for one Share at an exercise price of 11.50 per share,0.6499777208869664,50.0,,0.3,2.5,0.0
AMBP,Ardagh Metal Packaging S.A.,0.6499777208869664,50.0,,0.3,2.5,0.0
AMBO,Ambow Education Holding Ltd,0.6499777208869664,50.0,,0.3,2.5,0.0
AMBC,AMBAC Financial Group Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
AMBA,Ambarella Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
AMAT,Applied Materials Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
AMAOW,American Acquisition Opportunity Inc - Warrants (17/03/2026),0.6499777208869664,50.0,,0.3,2.5,0.0
AMAO,American Acquisition Opportunity Inc - Class A,0.6499777208869664,50.0,,0.3,2.5,0.0
AMAL,Amalgamated Financial Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
AM,Antero Midstream Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
ALZN,Alzamend Neuro Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ALYAF,Alithya Group Inc - Class A - Class A (Sub Voting),0.6499777208869664,50.0,,0.3,2.5,0.0
ALXO,Alx Oncology Holdings Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ALX,Alexander`s Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ALVOW,Alvotech - Warrants(15/06/2027),0.6499777208869664,50.0,,0.3,2.5,0.0
ALVO,Alvotech,0.6499777208869664,50.0,,0.3,2.5,0.0
ALV,Autoliv Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ALUR-WS,Allurion Technologies Inc - Warrants (31/07/2029),0.6499777208869664,50.0,,0.3,2.5,0.0
ALUR,Allurion Technologies Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ALTS,ALT5 Sigma Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
ALTO,Alto Ingredients Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
ALTIW,AlTi Global Inc - Warrants(03/01/2028),0.6499777208869664,50.0,,0.3,2.5,0.0
ALISU,Calisa Acquisition Corp - Units (1 1 Rights),0.6499777208869664,50.0,,0.3,2.5,0.0
ALH,Alliance Laundry Holdings Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
BJ,BJ`s Wholesale Club Holdings Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
AKO-B,Embotelladora Andina S.A.,0.6499777208869664,50.0,,0.3,2.5,0.0
AKBA,Akebia Therapeutics Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
AKAN,Akanda Corp,0.6499777208869664,50.0,,0.3,2.5,0.0
AKAM,Akamai Technologies Inc,0.6499777208869664,50.0,,0.3,2.5,0.0
